content,like,rcount,sex,mid,diag,好,乐,哀,怒,惧,恶,惊,pos,neg
感觉还不如老大。。。,0,0,保密,3493117061761672,原评论,2,0,0,0,0,0,0,0,2
bgm，Yoshi岛,0,0,保密,333724629,原评论,0,0,0,0,0,0,0,0,0
阿根廷被美国狠狠的入股♂了，梅西身后的资本又发威了因该是,0,0,男,355934863,原评论,0,0,1,0,0,0,0,0,1
陸軍二等伍長レオ西が列をなしている！,0,0,保密,1964974232,原评论,0,0,0,0,0,0,0,0,0
致敬黑猫警长穆勒,1,0,男,43482608,原评论,1,0,0,0,0,0,0,0,0
牢二[大哭],0,0,男,503205409,原评论,0,0,0,0,0,0,0,0,1
空你几哇，瓦达西瓦里奥吆西,0,0,男,241247853,原评论,0,0,0,0,0,0,0,0,0
幽默呦西,0,0,保密,660904579,原评论,1,0,0,0,0,0,0,1,0
很快，很快啊！,0,0,保密,491961431,原评论,0,0,0,0,0,0,0,0,0
@考前弗拉格,0,0,女,16992699,原评论,0,0,0,0,0,0,0,0,0
孩子们我做为最高元首亲自下场抗日我做得对吗,0,0,女,618468232,原评论,3,0,0,0,0,1,0,1,0
这下tf梅西了🤣,0,0,保密,3546393257970174,原评论,0,0,0,0,0,0,0,0,0
卧虎藏龙,0,0,保密,3493297066609313,原评论,0,0,0,0,0,0,0,0,0
生啥气，GDP碾压死他们，少个足球比赛而已，小意思。,0,0,男,449199358,原评论,0,0,0,0,0,0,0,0,0
基本就是政治事件，估计背后又是肛毒胎毒日本政府和美国政府。,0,0,保密,548895138,原评论,0,0,0,0,0,1,0,0,0
牢又西,0,0,保密,392502171,原评论,0,0,0,0,0,0,0,0,0
八嘎，你滴死啦死啦地,0,0,男,204761680,原评论,0,0,0,0,0,0,0,0,0
不会还有人粉哟西吧,0,0,保密,1823267,原评论,0,0,0,0,0,0,0,0,1
rnm 退钱！,0,0,保密,523067390,原评论,0,0,0,0,0,0,0,1,0
呦西，倭梅意贱,0,0,保密,670369129,原评论,0,0,0,0,0,0,0,0,0
"真是要笑死我了，说什么梅西塌房了，你有真正了解过梅西吗？
知道梅西一生拿过多少成就吗，拿过多少冠军
你们不要把一个人的成就和他的人品相比，因为两者没有可比性，成就固然重要，但人品更重要
对此我想说
哟西只是想回他的故乡打球了，他有什么错",1,0,男,1621699586,原评论,8,0,0,0,0,0,0,9,2
"我是梅西，我不是天生要强，我是注定要凉！
吆西，吆西",0,0,保密,304077459,原评论,0,0,0,0,0,1,0,0,1
我们中国足球踢的太烂，在他心里就一开始就瞧不起咱，只是国内太多人吹捧舔罢了,0,0,保密,37935065,原评论,0,0,0,0,0,2,0,0,3
钱没给够呗，就是一条狗[辣眼睛],0,0,男,1891146654,原评论,0,0,0,0,0,0,0,0,0
梅畜，诈骗的老鼠,0,0,保密,1714555,原评论,0,0,0,0,0,1,0,0,0
踩尾巴了急死了,0,0,男,35102826,原评论,0,0,0,0,0,0,0,0,0
狗昂撒治下日本11区的阿根廷藩小吆西。,0,0,保密,20001075,原评论,0,0,0,0,0,0,0,0,0
中国不欢迎哟西,0,0,保密,407559910,原评论,1,0,0,0,0,0,0,1,0
【2024.2.7日报（梅西事件、中东、中俄伊）-哔哩哔哩】 https://b23.tv/uSAqKkQ,0,0,保密,44444180,原评论,0,0,0,0,0,0,0,1,0
什么？梅西受伤了？是步伐太大扯到旦了吗？哦豁，那他活该。,0,0,保密,26425250,原评论,0,0,0,1,0,0,0,0,2
劲凉和冰红茶是什么鬼？[喜极而泣],0,0,保密,1602858939,原评论,0,0,0,0,0,0,0,0,0
评分比蛆都低了,0,0,男,380016661,原评论,0,0,0,0,0,0,0,0,0
哟西看上牛郎了？[脱单doge],0,0,保密,508149218,原评论,0,0,0,0,0,0,0,0,0
伪球迷落井下石狂欢罢了，梅西在巴萨踢球那么多年都没沾边加泰，hk少踢一场就变成zz犯了。hk足球队自己不唱国歌没人管就盯着梅西在不在日本上场。,0,0,男,22494050,原评论,0,1,0,0,0,2,0,1,1
"以前听过一个事，说中国一个电视节目请梅西当嘉宾，结果主持人当众拿梅西身高开玩笑，这个关系到他童年时得过的病，所以导致梅西对中国印象不好
但我觉得，既然你对中国印象不好，为什么还要来中国打表演赛？拿了钱，承诺出场45分钟，结果一句受伤就打发了？真的是一点契约精神都没有。你拿了钱，接了商演，印象再差都给我憋着，又不是小孩过家家，哪里由得你任性的",0,0,男,1537467,原评论,0,1,0,0,0,4,0,1,8
昨天他在日本上场了，还有人一直在洗呢,0,0,男,3493118523476605,原评论,0,0,0,0,0,0,0,0,0
就单纯讨厌中国呗[喜极而泣],0,0,男,1824743807,原评论,0,0,0,0,0,1,0,0,1
"为什么要尊重你，连特么世界杯32强都
进不去，你见过老师对差生好的吗?人
家去日本踢球说不定还能鼓舞人家世界
杯进四强呢!你连个屁都不算，足球篮
球哪个世界级、参与度高的体育项目能
拿得出手?把美国生活2.30年的黑人凯
尔安德森归化，为了给你中国人打篮球
来广东认祖宗，这操作把脸都丢尽
了。[呲牙]不是谁都像双重国籍一样惯
着你的。",0,0,男,46333723,原评论,3,0,0,0,0,1,0,2,1
感觉过段时间球迷又会继续捧臭脚[藏狐],0,0,保密,349426306,原评论,0,0,0,0,0,0,0,0,0
放心，互联网没有记忆的,0,0,保密,571145321,原评论,0,1,0,0,0,0,0,1,1
你这个样子，对得起我们吗？xxx退钱！,0,0,保密,455689548,原评论,0,1,0,0,0,0,0,0,0
笑死了，有些男的喜欢个什么不重视中国的踢足球的都能疯狂洗地，女的喜欢个什么偶像爱豆就被骂无脑，真的挺讽刺的,0,2,保密,260176537,原评论,4,0,0,0,0,2,0,4,1
回复 @即为完美容器 :抱歉，没急呢[doge]，实话实说而已[doge],0,0,保密,260176537,原评论,1,0,1,0,0,0,0,3,1
逆天，明明两个都在被骂，你又有看出什么区别了😧又没戳你脊梁骨你急什么,0,0,保密,361645591,原评论,0,0,0,0,0,0,0,0,0
牢西[大哭],0,0,保密,522440269,原评论,0,0,0,0,0,0,0,0,1
看到有那么多人崇拜他我就知道他必有一天会翻车，前段时间不是还锁喉别的球员了吗？但也别围魏救赵，我看还有人夸起阿威罗了，那位也是重量级，袭警，扔话筒，扇掉球迷手机什么的，非得搞个人崇拜吗？不成天捧个谁是活不下去了吗？,0,0,男,437322216,原评论,2,0,0,0,0,1,0,2,1
又来个牢西[笑哭],0,0,保密,295398078,原评论,0,0,0,0,0,0,0,0,0
一JB和戏子对等的东西，我不知道为什么这么多人要去捧这种东西,0,0,男,74709435,原评论,0,0,0,0,0,1,0,1,2
"群里面的霉粉还在孜孜不倦的洗地，说国人故意扩大化影响，不会就事论事。
打开一看IP，西班牙，懂了。",0,0,保密,187282,原评论,1,0,0,0,0,1,0,0,2
哈全成小丑了,0,0,男,82485459,原评论,0,0,0,0,0,1,0,0,0
我一直在想 中国 那么多粉丝 那么庞大的市场 就算真不喜欢，不愿意认真一点点？像之前的holo？暴雪？都想着退中国市场？ 我不能理解[辣眼睛],0,0,女,24431696,原评论,3,1,0,0,0,0,0,9,2
太不尊重球迷了,0,0,保密,482426268,原评论,1,0,0,0,0,0,0,1,0
虽然我不懂足球，但只要是对我国以及国人不尊重的渣子，不管是任何领域的任何人，我都会将之视为敌人并与同胞同仇敌忾。希望互联网能有记忆，不要好了伤疤忘了痛，让别人赚了我们的钱还把我们当冤大头。,0,0,男,12298151,原评论,3,0,1,0,0,2,0,2,3
不如哈登，不如麦迪，不如威少，也不如科比。,0,0,保密,7050604,原评论,4,0,0,0,0,0,0,0,4
很多洗地人，更多的只是不能接受自己的优越感被打破了而已,0,3,男,306865416,原评论,0,0,0,0,0,1,0,2,2
墙外怎么说[吃瓜],1,0,保密,46022162,原评论,0,0,0,0,0,0,0,0,0
回复 @骡子拿出来溜 :它的ins被中国人爆了,0,0,保密,397880569,原评论,0,0,0,0,0,0,0,2,0
发晚了呀，这梗都三天了[doge],0,0,男,30077751,原评论,0,0,0,0,0,0,0,0,0
Rio Yossi[doge],0,0,保密,392766993,原评论,0,0,0,0,0,0,0,1,0
hhh 被当🐒耍了吧,0,0,保密,372584331,原评论,0,0,0,0,0,0,0,1,0
大家讨论梅西的时候，请不要忘记731事件。梅西一事一发酵，731事件在国外的热度大幅降低，在国内的热度也有所降低。梅西是一个国际巨星，不会没有任何目的就来惹怒中国球迷，让自己损失那么大的利益。所以很有可能是一些别有用心的人专门制造的热门以此压另一个热门。互联网不能没有记忆，所以请大家持续关注731事件！,4,0,男,473234705,原评论,0,0,0,0,0,2,0,2,10
"https://b23.tv/BV16j421X7jo 
这个视频里对梅西的观点怎么说啊",1,1,男,349433537,原评论,0,0,0,0,0,0,0,1,0
笑死了，哟西热度上去了消防自然下来了，731也跟着无人在意。用一帮网络小鬼的狂欢转移矛盾，可真有你的[星星眼][星星眼][星星眼],5,1,保密,1566315291,原评论,1,2,0,0,0,1,0,3,2
有没有一种可能，你说的这些事很多人同时关注,0,0,保密,3546609929423527,原评论,0,0,0,0,0,0,0,1,0
梅西辱华的事件不是偶然，是日本在背后和他一起搞鬼，为的就是把731事件的热度掩盖下去，因为731热度上升后，在国际社会也有特别高的热度，我们不能把这样一个外国人看得比我们民族的屈辱和仇恨还重,1,0,保密,3546373953686327,原评论,1,0,0,0,0,5,0,1,5
体育就是zz,0,0,女,433498999,原评论,0,0,0,0,0,0,0,0,0
有没有一种可能，梅西是因为瞧不起中国足球所以才这么做,0,4,男,37735163,原评论,0,0,0,0,0,1,0,0,1
回复 @-古月阴荒- :【第十分钟山呼海啸的messi-哔哩哔哩】 https://b23.tv/N8Wjped,1,0,保密,1835260277,原评论,0,0,0,0,0,0,0,3,0
什么玩意，二鬼子都来了？,0,0,保密,43777729,原评论,0,0,0,0,0,1,0,0,1
呵呵，政治罢了,0,0,女,433498999,原评论,0,1,0,0,0,1,0,0,1
所有人小心梅西事件，这是用来转移山竹醇、消防栓等事件的热度的，请看到的复制转发一下,6,0,保密,201597056,原评论,0,0,0,0,1,0,0,1,0
首先，香港这次友谊赛主办方非常业余，他们找迈阿密联系，只联系了球队经纪人，没有联系梅西经纪人，他们认为球队同意去了，梅西肯定去。但是这样意味着这场热身赛的钱是球队所有，然后梅西没有。但是这件事梅西团队不知道，这是大背景。,6,9,保密,3461568121539288,原评论,1,0,0,0,0,0,0,3,2
第二 然后这个主办方找到了香港政府，香港政府因为经济萎靡不振，需要强心剂，所以需要梅西登场，主办方一边跟政府说梅西会登场，梅西登场可以得到1600万赞助，但是假如梅西登场，那就要额外出场费，但是为了节约钱没有额外给钱，签了最便宜合同，他们觉得到了现场后梅西看到球迷那么热情，会给面子上场。,2,0,保密,3461568121539288,原评论,4,0,0,0,0,1,0,6,1
接下来是下半场比赛，中场休息结束后，梅西在替补席黑着脸一言不发，有很多猜测说当时主办方希望梅西下半场上场，这时候梅西团队才发现他被骗了，他以为不用上场，哪怕上了场，他也拿不到一分钱，并且现场还有香港各种官员施加压力。结果导致梅西直接闹脾气走人了。,1,0,保密,3461568121539288,原评论,1,0,0,0,0,1,0,3,2
还有所谓的黑脸，我解释一下，一开始来香港的时候，梅西很热情欢迎球迷，还给小朋友签名，这有新闻报道，然后那一场比赛随队来到球场的上半场比赛，很热情欢迎球迷，这很多现场拍照和视频可以佐证，然后被拍到几个绷住的表情，告诉你梅西很讨厌香港球迷。,1,0,保密,3461568121539288,原评论,0,0,0,0,0,1,0,1,1
足球都输给越南,0,1,保密,1288734650,原评论,0,0,0,0,0,0,0,0,0
一个烂踢球的闹麻了[呲牙],0,0,保密,296055191,原评论,0,0,0,0,0,0,0,0,1
"香港那边的媒体已经爆料了，这件事完全是主办方在甩锅:
2月6日香港文旅局局长杨润雄在电台采访中对媒体承认，没有审核主办方与迈阿密的合同，不知道合同细节，所谓“梅西会登场45分钟”只是主办方对港府的单方面承诺。
港媒现在玩命集火主办方，扒出来的料越来越抽象。  最重磅的料是《香港01》扒出来的主办方与迈阿密合同金额为650万美元（5000万港币），这是现在陆港唯一同步的信息（大公报转载），但大陆媒体不知是有意无意，省略了港足总会长贝钧奇说的“香港足总与迈阿密接洽后，对方要价是1000万美元（8000万港币）。”  此消息一出，已经把主办方架在火上烤，港媒现在要求主办方解释中间3000万港纸的差价究竟差在了什么地方。所以Tatler asian事发之后立刻装死，目前闭门谢客，一言不发。
还有一个比较抽象的新闻：《香港01》爆料说迈阿密“取消”的启德体育园行程，实际上根本没有谈妥，原因是港府开价100万港币（13万美元）要求迈阿密全队参与，包括梅西、苏亚雷斯、布斯克茨等大牌球星。港媒直接放出对比：梅西每条ins的报价是260万美金，13万美金想打包全队？港府究竟有没有稍微内行一点的人？",6,0,男,20522149,原评论,2,0,1,0,0,0,0,9,6
醒醒吧，梅西热度在掩盖731热度[生气][生气],3,1,保密,525692314,原评论,0,0,0,0,0,2,0,0,2
外提一句，梅西就是个j,0,0,保密,525692314,原评论,0,0,0,0,0,0,0,0,0
梅西事件是为了压下731的热度，希望大家能知道,0,0,保密,1176628811,原评论,1,0,0,0,0,0,0,2,1
好像在转移731事件,0,0,保密,408049828,原评论,0,0,0,0,0,0,0,0,0
梅西掩盖731热度了,2,0,男,516773727,原评论,0,0,0,0,0,0,0,0,0
消防栓，吆西！癌症医院，吆西！太监们，吆西！,0,0,保密,33267794,原评论,0,0,0,0,0,0,0,0,1
着梅西事件的发酵，一时间引来了全球舆论和关注，原来，在外网热度很高的哈尔滨731，在外媒的助力下，全部改为注意梅西事件，他们掩盖了731的热度,0,1,保密,645911527,原评论,0,0,0,0,0,0,1,1,0
整件事就是汗@  件策划的,0,0,保密,33267794,原评论,0,0,0,0,0,1,0,2,0
不管自己什么屁股坐什么地方，签了合同说好的事情做不到，当众甩面子打谁脸呢？你以为你在摆脸色给别人看，殊不知自己才是那个抛弃自己职业道德的小丑，这才是最让人生气的地方,0,0,保密,12765692,原评论,0,0,0,0,0,3,0,0,5
死,0,0,男,403100586,原评论,0,0,0,0,0,0,0,0,0
狗东西,0,0,男,36025248,原评论,0,0,0,0,0,1,0,0,0
梅西没上都4比1了，有啥脸要求人家上场的！,0,2,保密,548169955,原评论,0,0,0,0,0,0,0,0,1
不懂商业比赛就别丢人了行吗？,1,0,保密,89562216,原评论,0,0,0,0,1,0,0,0,0
不是签条约了吗？,0,0,保密,1538624904,原评论,0,0,0,0,0,1,0,0,1
注意，梅西事件只不过是给外网传播哈尔滨731事件打掩护的，国家为重，民族为重，不想干的人就忘掉它就行！！！,3,0,保密,400766673,原评论,0,0,0,0,0,1,0,1,0
小丑香港,0,0,男,179022839,原评论,0,0,0,0,0,1,0,0,0
哪不透露出狗的本性，你到是给我视频看一个。我看你笑的样子成吗。？是不是狗牙齿漏在外面。,0,0,保密,1031186614,原评论,0,0,0,0,0,0,0,0,1
你呦西再喜欢日本也应该尊重中国球迷,0,0,男,351969662,原评论,2,0,0,0,0,0,0,2,0
"说到底还是我们国足不争气 自家没有出名的球星
球迷们只能去粉国外的了 但凡国足争点气 哪有这么多事",2,4,保密,102543074,原评论,0,0,0,0,0,0,0,4,1
拿钱不办事，跪舔日本,5,0,男,5495646,原评论,0,0,0,0,0,0,0,0,0
受害者有罪论都出来,2,0,男,5495646,原评论,0,0,0,0,0,0,0,0,2
这么孝,0,0,女,75559000,原评论,0,0,0,0,0,0,0,0,0
喜欢日本可以说个人喜好偏向问题，这家伙最大的问题是毫无职业道德[藏狐],0,0,保密,238125486,原评论,2,0,0,0,0,1,0,2,3
"冷知识：迈阿密国际明码标价:
1，没有梅西上场售价:400万美金，约合人民币2900万人民币左右。
2，梅西等全阵容上场45分钟售价:900万美金，约合人民币6400万人民币左右。
主办方选择了1号套餐，没有梅西出场的价格，也只付了400万美金。
那么这件事情谁违约了?
1，迈阿密方只收了套餐1的钱，就干套餐1的活，所以没有违约。
2，梅西:梅西这次香港行没收钱
3，主办方:主办方一早就知道梅西不会上场，售票前公开声明不保证梅西上场。一般来说，特地说一句不一定上基本就是肯定上不了了，这是提前就告知过的。至于为什么不愿意为香港站台，详情请去了解一下香港这几年为什么变差了。",11,5,保密,347673208,原评论,2,1,0,0,0,1,0,6,8
我看那些大v博主什么的，也没哪个拿的出合同细则啊，怎么到你这知道得那么清楚。霍领导说的合同里有要求梅西上场，难道不信霍领导信你？而且不管梅西伤没伤，他事后的态度，他在香港、日本前后的表现，足以说明他没把中国球迷当回事呗。,8,0,男,64749704,原评论,0,0,0,0,0,0,0,3,3
不上场也没必要臭脸啊,1,0,男,288578829,原评论,1,0,0,0,0,0,0,1,1
你先来份活动再给哟西叫,0,0,保密,490347563,原评论,0,0,0,0,0,0,0,0,0
我觉得挺好的哈哈哈哈哈，算是让有的人清楚一点自己和自己的群体是怎么被看待的了,2,6,男,312509703,原评论,0,1,0,0,0,0,0,2,0
可爱的小罕见到哪里你都逃不掉被叫青虫的命哦🤣,1,0,保密,25840198,原评论,1,0,0,0,0,0,1,2,0
罕见？,1,0,保密,390494157,原评论,0,0,0,0,0,0,1,1,0
不包括扣中文的你么？,0,0,保密,3546393729829742,原评论,0,0,0,0,0,0,0,0,0
最近回旋镖越来越多了，无论是特摄还是美漫和日漫甚至足球篮球[吃瓜],2,1,保密,439094183,原评论,0,0,0,0,0,0,0,0,0
篮球不是绝无回旋余地了吗？,0,0,女,240359984,原评论,0,0,0,0,0,1,0,1,1
你爱的人他不爱你甚至是连你是谁都不知道，爱你的人你不知道他们的名字但是他们却默默守护着你们,1,0,男,1753155645,原评论,0,0,0,0,0,0,0,2,1
一个共济会捧出来傻卵而已与其崇拜他，还不如对自己好点呢,0,1,保密,258459175,原评论,2,0,0,0,0,0,0,1,1
[脱单doge]梅西很早就辍学踢球，不知道香港已经回归了，认为这次活动还是港英政府主办，作为一个阿根廷人，他选择不上场正是带英在马岛战争中与阿根廷结下世仇的有力回击，是对阿根廷英雄马拉多纳在天之灵的告慰，完美诠释了一个阿根廷人拥有怎样的精神脊梁！,3,4,保密,1464024764,原评论,3,2,0,0,0,1,0,5,3
给多来几个[doge][doge][doge],0,0,保密,12844649,原评论,0,0,0,0,0,0,0,0,0
偏偏兄弟就行了，别把自己也骗了,0,0,保密,634411234,原评论,0,0,0,0,0,1,0,0,0
[doge]有可能。,0,0,男,1489528556,原评论,0,0,0,0,0,0,0,0,0
我在想如果在这场事件梅西对中国和日本的态度对调国内外的观众作何感想（我敢说国内大部分观众绝对把梅西捧上天），完全没有必要因为梅西更喜欢日本球迷而恶搞，而是对这种不道德，不讲信用的行为进行批评，网上那些人不知道哪来的优越感，那些类人生物真觉得生在中国就高人一等,0,2,保密,1198982103,原评论,3,0,0,0,0,1,0,3,4
洒币,1,0,男,107636666,原评论,0,0,0,0,0,0,0,0,0
虽然梅西真的不道德,0,0,保密,1198982103,原评论,0,0,0,0,0,1,0,0,1
"为打破信息茧房，发一条与本视频无关的评论，如果让您感到不适，还请见谅。
山竹醇对人身体有害，其一，吃下的人无法使用消防栓。其二，在中山大学患癌几率增加。其三，使被当地政府检查验收过处理消防隐患工作的地区再次发生火灾",25,8,男,1528329975,原评论,0,0,0,0,1,3,0,1,6
"为打破信息茧房，发一条与本视频无关的评论，如果让您感到不适，还请见谅。
山竹醇对人身体有害，其一，吃下的人无法使用消防栓。其二，在中山大学患癌几率增加。其三，使被当地政府检查验收过处理消防隐患工作的地区再次发生火灾。其四，里奥·呦西",5,0,男,695642886,原评论,0,0,0,0,1,3,0,1,6
真冲击波吧，KY都能转正,2,0,保密,3546594515356494,原评论,0,1,0,0,0,0,0,0,1
"为打破信息茧房，发一条与本视频无关的评论，如果让您感到不适，还请见谅。
其一，加强天道超，其二，返厂八一式阿波罗，其三，回档佐助",1,0,男,100972472,原评论,0,0,0,0,0,2,0,0,3
请大家关注一下贵州消防栓事件，谢谢,5,0,保密,633751279,原评论,0,0,0,0,0,0,0,1,0
肯定是签了不能说话，不能握手的合同吧，梅西本人肯定是很想握手，很想说话，很想上场的。,0,5,保密,7244534,原评论,2,0,0,0,0,0,0,2,2
我没签,1,0,男,350091869,原评论,0,0,0,0,0,0,0,0,0
好洗,1,0,保密,150932160,原评论,0,0,0,0,0,0,0,0,0
中梅毒了,0,0,保密,678914030,原评论,0,0,0,0,0,0,0,0,0
对梅西路转粉了，真是不畏强全啊,3,0,保密,3546598372018826,原评论,0,0,0,0,0,0,0,0,1
"梅西在香港“放中国人鸽子”的四个疑问：

疑问一：如果约定梅西必须出场，为什么香港主办方和球队经纪公司的合约没有白纸黑字写明“梅西必须出场”？

疑问二：如果合同已经白纸黑字写清楚了“梅西必须出场”，那么既然梅西不出场，香港主办方为何现场不监督梅西履约？为何事后不起诉球队或者球队的经纪公司？

疑问三：如果合同并未约定“梅西必须出场”，那么梅西就不算违约，倘若如此，这件事是谁的过错？答案是：香港主办方的过错，尤其是主办方的法律顾问，可能存在合同审查疏忽。

疑问四：既然是香港主办方的律师审查合同有疏忽，为什么全网都在谴责梅西？为什么大家不谴责香港主办方或者主办方的律师？

学会讲道理。做个明白人。",21,14,保密,478858383,原评论,4,0,2,0,0,7,0,4,14
我们白内障是这样的呢，根本看不清梅西会上场最少45分钟呢，我承认我们是洗衣机，没错，我和楼主都是伞B[喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣],2,0,保密,1309470991,原评论,1,0,0,0,0,0,0,1,0
你玩原神,1,0,女,112946905,原评论,0,0,0,0,0,0,0,0,0
中国男足实力就拜在这，人家怎么可能看得起你,0,0,保密,586837726,原评论,0,0,0,0,0,0,0,0,0
"作为路人，我的立场：
第一，我是中国人，
第二，我跟随香港球粉立场，
第三，香港是中国的部分，不给香港场地的面子就是不给中国面子，
第四，从此，不管来中国大陆态度多热情，多脸贴球迷，我局外人不予关注，也不关注代言的产品，
同志们，舆论战已经开始了[微笑]",1,0,男,660759738,原评论,2,1,0,0,0,0,0,1,2
非球迷，第一次认识梅西;汶川地震时，是C罗带头足坛向汶川地震捐款，当时他的捐款数是100万欧加球衣签名拍卖！而梅西当时说了一句&#34;地震和足球无关&#34;！第二年日本地震了，梅西第一时间带头向日本捐款，当时捐款数是高达了300万欧！人民网发的 可考究的（转）,48,8,保密,286227841,原评论,3,0,0,0,0,0,0,1,5
回复 @炼气期小辈 :假的，喷哟西没问题造谣没必要，当时哟西也没捐款给小日本，c罗是拍卖球衣的钱捐给汶川，也不是人民网发的是新华网，之前还有说是捐了400万欧元，还有说献血600升的。,3,0,保密,180155748,原评论,1,0,0,0,0,2,0,3,3
回复 @炼气期小辈 :直接百度啊，百度还留着呢,2,0,保密,286227841,原评论,0,0,0,0,0,0,0,2,0
发个链接,2,0,男,18890989,原评论,0,0,0,0,0,0,0,0,0
非球迷，第一次认识梅西;汶川地震时，是C罗带头足坛向汶川地震捐款，当时他的捐款数是100万欧加球衣签名拍卖！而梅西当时说了一句&#34;地震和足球无关&#34;！第二年日本地震了，梅西第一时间带头向日本捐款，当时捐款数是高达了300万欧！人民网发的 可考究的（转）,45,1,男,1909357928,原评论,3,0,0,0,0,0,0,1,5
哟西,0,0,保密,3493116864629166,原评论,0,0,0,0,0,0,0,0,0
特首来了也不握下手是真逆天，最开始我看新闻，我以为是什么简单的违约😅,5,1,保密,1515575448,原评论,0,0,0,0,0,0,0,0,2
看相关新闻前以为就是没上场，后来看见节奏这么大就去看了一下前因后果，好家伙，不把人放眼里属于是,0,0,保密,91027,原评论,1,0,0,0,0,0,0,0,0
支持梅西,2,0,保密,346184160,原评论,1,0,0,0,0,0,0,0,0
关我毛事，天天推这种玩意,0,0,男,629975831,原评论,0,0,0,0,0,0,0,0,0
活着进入牢字辈的新传奇-里奥.哟西,7,0,保密,286952868,原评论,0,0,0,0,0,0,0,1,0
"古有“hololive 死了”
今有“里奥呦西”",5,0,保密,3546623187617956,原评论,0,0,0,0,0,0,0,1,0
梅老大，即使所有人都站在你的对立面，我也会义无反顾地支持他们[大哭],7,1,保密,436749045,原评论,3,0,0,0,0,0,0,1,3
是梅牢大,0,0,男,1838713456,原评论,0,0,0,0,0,0,0,0,0
他是不是其实是gdtdzd……但是因为懒所以没有发表过啊[辣眼睛],2,2,保密,10993874,原评论,1,0,0,0,0,0,0,0,1
Z是哪儿？,0,0,保密,118561822,原评论,0,0,0,0,0,0,0,0,0
"请说出你喜欢的一位球星名字
保证最后不会因为这种事出名（",1,3,男,1877053293,原评论,1,0,0,0,0,0,0,3,1
支持梅西！无良博主断章取义太可恶了,0,12,保密,485798733,原评论,1,0,0,0,0,2,0,0,1
太过搞笑，分不清是不是串子[呲牙],1,0,男,363192680,原评论,0,0,0,0,0,0,0,0,1
立白是吧，这么能洗[疑惑],1,0,保密,1430645185,原评论,0,0,0,0,0,1,0,0,1
回复 @佛罗里达融巧人 :这就是真实的儒孩儿,0,0,男,388810778,原评论,1,0,0,0,0,0,0,3,0
冰红茶•热带风味,10,2,男,1633733146,原评论,0,0,0,0,0,0,0,0,0
孩子们，我需要被尊重,19,0,男,1057975358,原评论,1,0,0,0,0,0,0,1,0
其实哪天，梅西跟他上的同一架飞机,53,3,男,101316263,原评论,1,0,0,0,0,0,0,0,0
劳梅[阴险],0,0,女,353392121,原评论,0,0,0,0,0,1,0,0,1
劳大是吧,0,0,保密,316519409,原评论,0,0,0,0,0,0,0,0,0
5APU？,0,0,保密,244524453,原评论,0,0,0,0,0,0,0,0,0
第一个[星星眼],1,1,男,1595290266,原评论,0,0,0,0,0,0,0,0,0
其实我才是[笑哭],0,0,保密,2026509272,原评论,1,0,0,0,0,0,0,0,0
热搜：三国杀公然支持梅西,331,16,保密,269714358,原评论,1,0,0,0,0,1,0,0,0
骗差评来了[doge],46,0,男,87897646,原评论,0,0,0,0,0,0,0,0,0
这下不得不去好评了,17,0,保密,188777227,原评论,1,0,0,0,0,0,0,0,0
不是很懂英文，衣服上面是不是yoxi之内的,10,0,保密,480542838,原评论,0,0,0,0,0,1,0,0,1
那我们的观点有很多的相似之处啊,49,6,保密,306830079,原评论,0,0,0,0,0,0,0,1,0
把这张图发在动态，不要逼我求你,1,0,男,1770503,原评论,0,0,0,0,0,0,0,0,1
把这张图发在动态，不要逼我求你,1,0,保密,30534662,原评论,0,0,0,0,0,0,0,0,1
都是谁啊,0,0,保密,477990836,原评论,0,0,0,0,0,0,0,0,0
这下不得不拿出这张图了[笑哭],6,2,保密,1988910226,原评论,0,0,0,0,0,0,0,0,0
回复 @梅西东一郎 :不用谢，牢煤，这是我应该做的[给心心],0,0,保密,1988910226,原评论,0,0,0,0,0,0,0,2,0
某乎上看到的[大笑],7,0,保密,678147150,原评论,0,1,0,0,0,0,0,1,0
"孩子们知道谁是球王了吧？
[给心心][给心心][给心心]",153,4,男,515647551,原评论,0,0,0,0,0,0,0,1,0
发动态[doge],0,0,男,122919303,原评论,0,0,0,0,0,0,0,0,0
劳詹！,0,0,男,1068284385,原评论,0,0,0,0,0,0,0,0,0
图片发一张兄弟[doge],0,0,保密,286446640,原评论,0,0,0,0,0,0,0,0,0
孩子们，这太好笑了,78,0,男,3493108427786864,原评论,0,1,0,0,0,0,0,1,0
哼，想逃？,41,0,男,302071260,原评论,0,0,0,0,0,0,0,0,0
这就是我们热血沸腾的组合技,4,0,保密,3493298087922584,原评论,1,0,0,0,0,0,0,0,0
[大笑],97,12,保密,287021879,原评论,0,1,0,0,0,0,0,1,0
粉转路转黑的心路历程,16,0,男,95144930,原评论,0,0,0,0,0,0,0,0,0
完美答卷,3,0,保密,431822440,原评论,1,0,0,0,0,0,0,1,0
怎么还偷💩呢,2,0,男,352039447,原评论,0,0,0,0,0,0,0,0,0
他说他没意见,3,0,女,29019273,原评论,0,0,0,0,0,0,0,0,0
哟西,3,0,保密,444736744,原评论,0,0,0,0,0,0,0,0,0
朋友们，我做的对吗,47,4,男,485397188,原评论,1,0,0,0,0,0,0,0,0
